Policy,Score,URL
Access Control. Access to program source code shall be restricted.,0.09485199445569499,https://docs.aws.amazon.com/IAM/latest/UserGuide/IAMBestPracticesAndUseCases.html
Access Control. Access to program source code shall be restricted.,0.09472079931687839,https://docs.aws.amazon.com/IAM/latest/UserGuide/troubleshoot_general.html
Access Control. Access to program source code shall be restricted.,0.0946681513496764,https://docs.aws.amazon.com/kendra/latest/dg/security-iam.html
Access Control. Access to program source code shall be restricted.,0.094605118812336,https://docs.aws.amazon.com/keyspaces/latest/devguide/security-iam.html
Access Control. Access to program source code shall be restricted.,0.09450579063719244,https://docs.aws.amazon.com/network-firewall/latest/developerguide/security-iam.html
Access Control. Access to program source code shall be restricted.,0.09437265653398136,https://docs.aws.amazon.com/qldb/latest/developerguide/security-iam.html
Access Control. Access to program source code shall be restricted.,0.0940885772942711,https://docs.aws.amazon.com/iotevents/latest/developerguide/security-iam.html
Access Control. Access to program source code shall be restricted.,0.09379480320935245,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_iam_policy-sim-path-console.html
Access Control. Access to program source code shall be restricted.,0.09341331369765088,https://docs.aws.amazon.com/code-samples/latest/catalog/code-catalog-ruby.html
Access Control. Access to program source code shall be restricted.,0.09321571382625053,https://docs.aws.amazon.com/transfer/latest/userguide/security-iam.html
Access Control. Access to program source code shall be restricted.,0.09288568262834647,https://docs.aws.amazon.com/general/latest/gr/root-vs-iam.html
Access Control. Access to program source code shall be restricted.,0.09260729490516174,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_s3_home-directory-console.html
Access Control. Access to program source code shall be restricted.,0.09196698996692837,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/Chime/Types/CreateChannelRequest.html
Access Control. Access to program source code shall be restricted.,0.09186175551773229,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/ComputeOptimizer/Types/RecommendationSource.html
Access Control. Access to program source code shall be restricted.,0.09154704754537205,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_iam_policy-sim-path.html
Access Control. Access to program source code shall be restricted.,0.09144337164998112,https://docs.aws.amazon.com/IAM/latest/UserGuide/introduction_security-outside-iam.html
Access Control. Access to program source code shall be restricted.,0.0913719999582294,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_iam_read-only-console-no-reporting.html
Access Control. Access to program source code shall be restricted.,0.09083269892798557,https://docs.aws.amazon.com/IAM/latest/UserGuide/access_controlling.html
Access Control. Access to program source code shall be restricted.,0.09066808853491984,https://docs.aws.amazon.com/controltower/latest/userguide/what-is-control-tower.html
Access Control. Access to program source code shall be restricted.,0.09010164170809853,https://docs.aws.amazon.com/eks/latest/userguide/security.html
Access Control. Access to program source code shall be restricted.,0.08987888743155358,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/CloudFront/Types/StreamingLoggingConfig.html
Access Control. Access to program source code shall be restricted.,0.08930507872880727,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_s3_cognito-bucket.html
Access Control. Access to program source code shall be restricted.,0.08926417525375314,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_common-scenarios_federated-users.html
Access Control. Access to program source code shall be restricted.,0.08910441765990278,https://docs.aws.amazon.com/snowball/latest/ug/auth-access-control.html
Access Control. Access to program source code shall be restricted.,0.08901955178871962,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/CloudFront/Types/LoggingConfig.html
Access Control. Access to program source code shall be restricted.,0.0887692325073877,https://docs.aws.amazon.com/compute-optimizer/latest/ug/security-iam.html
Access Control. Access to program source code shall be restricted.,0.08821109923775004,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_s3_federated-home-directory-console.html
Access Control. Access to program source code shall be restricted.,0.08807327497067208,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp_control-access.html
Access Control. Access to program source code shall be restricted.,0.08784416111196083,https://docs.aws.amazon.com/kms/latest/developerguide/abac.html
Access Control. Access to program source code shall be restricted.,0.08770731302094306,https://docs.aws.amazon.com/IAM/latest/UserGuide/access-analyzer-settings.html
Access Control. Access to program source code shall be restricted.,0.08764047681469708,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_common-scenarios_aws-accounts.html
Access Control. Access to program source code shall be restricted.,0.08706684043315428,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/CloudWatchEvents/Types/DeletePartnerEventSourceRequest.html
Access Control. Access to program source code shall be restricted.,0.08649482428954192,https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-plan-access-iam.html
Access Control. Access to program source code shall be restricted.,0.08589224153983872,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/ApiGatewayV2/Types/AccessLogSettings.html
Access Control. Access to program source code shall be restricted.,0.08567476017838595,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/Chime/Types/TerminationHealth.html
Access Control. Access to program source code shall be restricted.,0.08547622511048386,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/CodeStar/Types/CodeSource.html
Access Control. Access to program source code shall be restricted.,0.08538820969622646,https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies_examples.html
Access Control. Access to program source code shall be restricted.,0.0850657353931895,https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies_policy-validator.html
Access Control. Access to program source code shall be restricted.,0.08496814973972902,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/CloudWatchEvents/Types/PartnerEventSource.html
Access Control. Access to program source code shall be restricted.,0.08464157639792319,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/ConfigService/Types/ConfigRuleComplianceSummaryFilters.html
Access Control. Access to program source code shall be restricted.,0.08462875181097458,https://docs.aws.amazon.com/sagemaker/latest/dg/security.html
Access Control. Access to program source code shall be restricted.,0.08452087774830973,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/CodeGuruReviewer/Types/RecommendationSummary.html
Access Control. Access to program source code shall be restricted.,0.0843102113875707,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_evaluation-logic-cross-account.html
Access Control. Access to program source code shall be restricted.,0.08408881865892637,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/Appflow/Types/DatadogConnectorProfileCredentials.html
Access Control. Access to program source code shall be restricted.,0.08392293885216373,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/Appflow/Types/TagResourceRequest.html
Access Control. Access to program source code shall be restricted.,0.08383267410430385,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_iam_users-manage-group.html
